idx,text,tokens,labels
11642,大席小炒,"['大席', '小炒']",['其他|工艺']
11643,芋圆茉香奶绿,"['芋圆', '茉香', '奶绿']",['其他|其他|形式']
11644,红薯,['红薯'],['材料']
11645,小吊梨汤,"['小吊', '梨汤']",['工艺|形式']
11646,芒果绵绵冰,"['芒果', '绵绵冰']",['材料|形式']
11647,香葱煎蛋,"['香葱', '煎蛋']",['材料|工艺']
11648,秘制梅肉,"['秘制', '梅肉']",['工艺|材料']
11649,原切雪花牛肉,"['原切', '雪花', '牛肉']",['工艺|材料|材料']
11650,小料台,"['小料', '台']",['其他|地名']
11651,樱桃肉,"['樱桃', '肉']",['材料|材料']
11652,小炒汤圆,"['小炒', '汤圆']",['工艺|材料']
11653,鲜肉小馄饨,"['鲜肉', '小馄饨']",['材料|形式']
11654,百事可乐罐,"['百事', '可乐', '罐']",['品牌|其他|形式']
11655,豆笋,"['豆', '笋']",['材料|材料']
11656,红豆吐司,"['红豆', '吐司']",['材料|形式']
11657,杨枝甘露组合,"['杨枝', '甘露', '组合']",['其他|其他|形式']
11658,蒸鸡,"['蒸', '鸡']",['蒸|鸡的分类是：工艺|材料。']
11659,橙漫山茶花,"['橙漫', '山茶花']",['品牌|材料']
11660,米凉粉,"['米', '凉粉']",['材料|形式']
11661,泡椒米线,"['泡椒', '米线']",['风味|形式']
11662,猪肉大葱饺子,"['猪肉', '大葱', '饺子']",['材料|材料|形式']
11663,凤梨,['凤梨'],['材料']
11664,自助水果,"['自助', '水果']",['其他|其他']
11665,冰淇淋蛋糕,"['冰淇淋', '蛋糕']",['材料|材料']
11666,肉丝粉,"['肉丝', '粉']",['材料|形式']
11667,番茄煎蛋面,"['番茄', '煎蛋', '面']",['材料|工艺|形式']
11668,切面,['切面'],['形式']
11669,甜豆浆,"['甜', '豆浆']",['风味|材料']
11670,江南白桃味0酒精气泡啤,"['江南', '白桃味', '0酒精', '气泡啤']",['地名|风味|其他|形式']
11671,蚬子,['蚬子'],['材料']
11672,鸡手,"['鸡', '手']",['材料|工艺']
11673,榴莲千层,"['榴莲', '千层']",['材料|形式']
11674,腊味煲仔饭,"['腊味', '煲仔饭']",['风味|形式']
11675,热炝酸菜鱼,"['热炝', '酸菜鱼']",['工艺|材料']
11676,无面包蛋魂牛肉堡,"['无', '面包', '蛋魂', '牛肉堡']",['其他|材料|其他|材料']
11677,砂锅丸子,"['砂锅', '丸子']",['工艺|材料']
11678,酱肉小笼包,"['酱肉', '小笼包']",['工艺|形式']
11679,鲜活牛蛙,"['鲜活', '牛蛙']",['其他|材料']
11680,猪脑,"['猪', '脑']",['材料|材料']
11681,伯爵玫瑰花茶,"['伯爵', '玫瑰花茶']",['工艺|材料']
11682,白灼菜心,"['白灼', '菜心']",['工艺|材料']
11683,鲜榨果汁,"['鲜榨', '果汁']",['鲜榨|果汁\n工艺|形式']
11684,土豆饼,"['土豆', '饼']",['材料|形式']
11685,冰红茶气泡水,"['冰红茶', '气泡水']",['品牌|其他']
11686,八刀汤,"['八刀', '汤']",['工艺|形式']
11687,自助调料,"['自助', '调料']",['工艺|其他']
11688,蟹黄包,"['蟹黄', '包']",['材料|形式']
11689,红酒,"['红', '酒']",['其他|材料']
11690,牛奶木瓜,"['牛奶', '木瓜']",['材料|材料']
11691,星满愿竹蛋糕,"['星满愿', '竹', '蛋糕']",['品牌|其他|形式']
11692,大盘花菜,"['大盘', '花菜']",['工艺|材料']
11693,抹茶千层,"['抹茶', '千层']",['风味|形式']
11694,炸茄子,"['炸', '茄子']",['炸|茄子\n工艺|材料']
11695,香辣鸭掌,"['香辣', '鸭掌']",['风味|材料']
11696,素三鲜包,"['素', '三鲜', '包']",['其他|材料|形式']
11697,芹菜鲜肉饺,"['芹菜', '鲜肉', '饺']",['材料|材料|形式']
11698,精品羔羊卷,"['精品', '羔羊卷']",['其他|材料']
11699,鱿鱼虾,"['鱿鱼', '虾']",['材料|材料']
11700,清炒苕尖,"['清炒', '苕尖']",['工艺|材料']
11701,人工菌,"['人工', '菌']",['工艺|材料']
11702,太妃核桃丹麦酥,"['太妃', '核桃', '丹麦酥']",['风味|材料|形式']
11703,小锅米线,"['小锅', '米线']",['工艺|形式']
11704,儿童餐,"['儿童', '餐']",['其他|形式']
11705,葡萄啵啵冻茉莉,"['葡萄', '啵啵', '冻', '茉莉']",['其他|其他|其他|其他']
11706,卤狮子头,"['卤', '狮子头']",['工艺|材料']
11707,桔梗,['桔梗'],['材料']
11708,炸鸡啤酒多人餐,"['炸鸡', '啤酒', '多人餐']",['工艺|其他|形式']
11709,素毛肚香辣味,"['素毛肚', '香辣味']",['材料|风味']
11710,熟羊肉,"['熟', '羊肉']",['工艺|材料']
11711,总督豆腐,"['总督', '豆腐']",['品牌|材料']
11712,铁锅鱼,"['铁锅', '鱼']",['工艺|材料']
11713,笋尖,['笋尖'],['材料']
11714,手工牛肉丸,"['手工', '牛肉丸']",['工艺|材料']
11715,乳酪蛋黄,"['乳酪', '蛋黄']",['材料|材料']
11716,芝麻白馕,"['芝麻', '白馕']",['材料|形式']
11717,白菜猪肉饺子,"['白菜', '猪肉', '饺子']",['材料|材料|形式']
11718,手抓扇子骨,"['手抓', '扇子骨']",['工艺|材料']
11719,三月瓜,"['三月', '瓜']",['其他|材料']
11720,水煮毛豆,"['水煮', '毛豆']",['工艺|材料']
11721,水果吨吨桶,"['水果', '吨吨桶']",['其他|其他']
11722,仿蟹肉棒,"['仿', '蟹肉棒']",['工艺|材料']
11723,蒸面,"['蒸', '面']",['蒸|面\n工艺|形式']
11724,酸辣鸡杂,"['酸辣', '鸡杂']",['风味|材料']
11725,特色拌面,"['特色', '拌面']",['风味|形式']
11726,摩卡可可碎片星冰乐,"['摩卡', '可可', '碎片', '星冰乐']",['其他|其他|其他|品牌']
11727,油渣,['油渣'],['材料']
11728,咖喱鸡,"['咖喱', '鸡']",['风味|材料']
11729,豆角干,"['豆角', '干']",['材料|其他']
11730,芒果欧蕾,"['芒', '果', '欧', '蕾']",['其他|材料|其他|形式']
11731,荆楚尖叫翅尖,"['荆楚', '尖叫', '翅尖']",['地名|其他|材料']
11732,大闸蟹,"['大闸', '蟹']",['材料|材料']
11733,卤肉面,"['卤肉', '面']",['工艺|形式']
11734,牛筋丸,"['牛筋', '丸']",['材料|材料']
11735,海鲜炒面,"['海鲜', '炒面']",['材料|形式']
11736,胡萝卜包子,"['胡萝卜', '包子']",['材料|形式']
11737,小钵子甜酒柠檬茶,"['小钵子', '甜酒', '柠檬茶']",['其他|其他|形式']
11738,香煎荷包蛋,"['香煎', '荷包蛋']",['工艺|材料']
11739,玉米馍馍,"['玉米', '馍馍']",['材料|形式']
11740,片皮烤鸭,"['片皮', '烤鸭']",['工艺|材料']
11741,蒸生蚝,"['蒸', '生蚝']",['蒸|生蚝的分类是：工艺|材料。']
11742,轻甜芒果干112g/袋,"['轻甜', '芒果干', '112g', '/', '袋']",['风味|材料|其他|其他|形式']
11743,椒麻鸡,"['椒麻', '鸡']",['工艺|材料']
11744,杨枝甘露酸奶冻,"['杨枝', '甘露', '酸奶冻']",['其他|其他|形式']
11745,黄焖羊肉,"['黄焖', '羊肉']",['工艺|材料']
11746,葡萄干,"['葡萄', '干']",['材料|形式']
11747,小清新凤梨堡,"['小清新', '凤梨', '堡']",['其他|材料|形式']
11748,蛋黄焗南瓜,"['蛋黄', '焗', '南瓜']",['工艺|材料|材料']
11749,酸菜肉丝,"['酸菜', '肉丝']",['风味|材料']
11750,擂辣椒,"['擂', '辣椒']",['工艺|材料']
11751,高钙鲜虾片,"['高钙', '鲜虾片']",['风味|材料']
11752,菜卷,"['菜', '卷']",['材料|形式']
11753,千层,['千层'],['其他']
11754,羊脑,['羊脑'],['材料']
11755,黑椒牛肉饼,"['黑椒', '牛肉饼']",['工艺|材料']
11756,偷偷想你茉莉鸳鸯,"['偷偷', '想', '你', '茉莉', '鸳鸯']",['其他|其他|其他|材料|形式']
11757,香辣蟹钳,"['香辣', '蟹钳']",['风味|材料']
11758,五香卤鸡腿,"['五香', '卤鸡腿']",['五香|卤鸡腿\n风味|工艺']
11759,酸竹笋,"['酸竹', '笋']",['风味|材料']
11760,春菜,"['春', '菜']",['其他|材料']
11761,汉堡精选,"['汉堡', '精选']",['其他|其他']
11762,凉拌土鸡,"['凉拌', '土鸡']",['工艺|材料']
11763,炎陵黄桃,"['炎陵', '黄桃']",['地名|材料']
11764,华夫饼,"['华夫', '饼']",['工艺|形式']
11765,猪肘饭,"['猪肘', '饭']",['材料|形式']
11766,豆脑,['豆脑'],['材料']
11767,炒肥肠,"['炒', '肥肠']",['工艺|材料']
11768,蒜蓉西兰花,"['蒜蓉', '西兰花']",['风味|材料']
11769,鱼生,"['鱼', '生']",['材料|工艺']
11770,炸鸡米花,"['炸鸡', '米花']",['工艺|材料']
11771,荔浦芋头,"['荔浦', '芋头']",['地名|材料']
11772,奥尔良烤鸡大口饭团,"['奥尔良', '烤鸡', '大口', '饭团']",['风味|工艺|其他|形式']
11773,川香鸡柳,"['川香', '鸡柳']",['风味|材料']
11774,金针菇卷,"['金针菇', '卷']",['材料|形式']
11775,发鱿鱼,"['发', '鱿鱼']",['发|鱿鱼的分类是：工艺|材料。']
11776,炸实蛋,"['炸', '实蛋']",['工艺|材料']
11777,菌菇米线,"['菌', '菇', '米', '线']",['材料|材料|材料|形式']
11778,肉沫粉丝,"['肉沫', '粉丝']",['材料|材料']
11779,猪耳饭,"['猪耳', '饭']",['材料|形式']
11780,猪柳炒双蛋堡,"['猪柳', '炒', '双蛋', '堡']",['工艺|其他|材料|形式']
11781,清炒红薯叶,"['清炒', '红薯叶']",['清炒|红薯叶\n工艺|材料']
11782,橙香四季,"['橙香', '四季']",['风味|形式']
11783,铁锅炖小鸡,"['铁锅', '炖', '小鸡']",['工艺|工艺|材料']
11784,台式烤肠,"['台式', '烤肠']",['地名|材料']
11785,干锅手撕卷心菜,"['干锅', '手撕', '卷心菜']",['工艺|工艺|材料']
11786,咕噜肉,"['咕噜', '肉']",['工艺|材料']
11787,九阳红枣桂圆豆浆,"['九阳', '红枣', '桂圆', '豆浆']",['品牌|材料|材料|形式']
11788,烫干丝,"['烫', '干丝']",['工艺|材料']
11789,火腿蛋炒饭,"['火腿', '蛋炒饭']",['材料|形式']
11790,年糕条,"['年糕', '条']",['材料|形式']
11791,清炒苦瓜,"['清炒', '苦瓜']",['工艺|材料']
11792,冰糖葫芦,"['冰糖', '葫芦']",['材料|材料']
11793,安格斯max厚牛培根堡套餐,"['安格斯', 'max', '厚牛培根堡', '套餐']",['品牌|其他|形式|其他']
11794,蒜蓉虾球,"['蒜蓉', '虾球']",['风味|材料']
11795,香辣鸡煲,"['香辣', '鸡煲']",['风味|形式']
11796,韭菜香干,"['韭菜', '香干']",['材料|材料']
11797,椰青wh,"['椰青', 'wh']",['其他|其他']
11798,牛血,"['牛', '血']",['材料|材料']
11799,虾,['虾'],['材料']
11800,秘制牛腩饭,"['秘制', '牛腩', '饭']",['工艺|材料|形式']
11801,小面,"['小', '面']",['其他|形式']
11802,黄鱼,['黄鱼'],['材料']
11803,白桃乌龙茶,"['白桃', '乌龙茶']",['原材料|材料']
11804,肥肠面,"['肥肠', '面']",['材料|形式']
11805,椒麻鸡爪,"['椒麻', '鸡爪']",['风味|材料']
11806,红茶拿铁,"['红茶', '拿铁']",['材料|工艺']
11807,脆皮炸鲜奶,"['脆皮', '炸', '鲜奶']",['工艺|工艺|材料']
11808,炮仗面,"['炮仗', '面']",['炮仗|面的分类是：工艺|形式。']
11809,剁椒皮蛋,"['剁椒', '皮蛋']",['工艺|材料']
11810,番茄鸡蛋汤面,"['番茄', '鸡蛋', '汤面']",['材料|材料|形式']
11811,川香回锅肉,"['川香', '回锅肉']",['风味|材料']
11812,毛峰茉莉绿茶,"['毛峰', '茉莉', '绿茶']",['材料|材料|形式']
11813,露露,"['露', '露']",['其他|其他']
11814,冰糖雪梨,"['冰糖', '雪梨']",['材料|材料']
11815,血腥玛丽,"['血腥', '玛丽']",['其他|其他']
11816,香辣猪脚,"['香辣', '猪脚']",['风味|材料']
11817,烧饼夹鸡蛋,"['烧饼', '夹', '鸡蛋']",['工艺|其他|材料']
11818,鲜萃咖啡,"['鲜萃', '咖啡']",['品牌|其他']
11819,青椒牛肉盖浇饭,"['青椒', '牛肉', '盖浇饭']",['原材料|材料|形式']
11820,云南过桥米线,"['云南', '过桥', '米线']",['地名|其他|形式']
11821,红汤锅底,"['红汤', '锅底']",['风味|形式']
11822,包子,['包子'],['材料']
11823,肯德基无肉不欢饿霸堡餐兑换券,"['肯德基', '无肉不欢', '饿霸堡餐', '兑换券']",['品牌|其他|形式|其他']
11824,冰淇淋咖啡,"['冰淇淋', '咖啡']",['材料|材料']
11825,苦瓜柠檬茶,"['苦瓜', '柠檬茶']",['材料|材料']
11826,草莓奶云麻薯,"['草莓', '奶云', '麻薯']",['材料|其他|材料']
11827,营养时蔬,"['营养', '时蔬']",['其他|材料']
11828,尖椒牛柳,"['尖椒', '牛柳']",['材料|材料']
11829,鸡蛋布丁,"['鸡蛋', '布丁']",['材料|形式']
11830,香酥红薯片,"['香酥', '红薯片']",['工艺|材料']
11831,葡萄超肉肉果茶,"['葡萄', '超肉', '肉果茶']",['其他|其他|形式']
11832,泡椒酥肉米线,"['泡椒', '酥肉', '米线']",['风味|材料|形式']
11833,青椒肉丝拌面,"['青椒', '肉丝', '拌面']",['材料|材料|形式']
11834,佛手柠檬茶,"['佛手', '柠檬茶']",['原材料|形式']
11835,爆浆红糖糍粑,"['爆浆', '红糖', '糍粑']",['工艺|材料|形式']
11836,现蒸小笼包,"['现蒸', '小笼包']",['工艺|形式']
11837,烤栗子脏脏茶,"['烤', '栗子', '脏脏茶']",['烤|栗子|脏脏茶的分类如下：\n\n1. **烤**：属于**工艺**，表示制作工艺。\n2. **栗子**：属于**材料**，表示主要原材料之一。\n3. **脏脏茶**：属于**形式**，表示这个饮品的大类别。\n\n因此，分类结果为：\n```\n工艺|材料|形式\n```']
11838,炸豆腐,"['炸', '豆腐']",['工艺|材料']
11839,蟹黄豆花,"['蟹黄', '豆花']",['材料|材料']
11840,红茶,['红茶'],['其他']
11841,尖椒牛肉饭,"['尖椒', '牛肉', '饭']",['材料|材料|形式']
11842,麻辣牛肉粉,"['麻辣', '牛肉粉']",['工艺|材料']
11843,木鱼花豆腐,"['木鱼花', '豆腐']",['材料|材料']
11844,冰美式咖啡,"['冰', '美式', '咖啡']",['其他|工艺|形式']
11845,海盐卷,"['海盐', '卷']",['材料|形式']
11846,菜包,"['菜', '包']",['材料|形式']
11847,野山椒牛肉,"['野山椒', '牛肉']",['材料|材料']
11848,珍珠马蹄,"['珍珠', '马蹄']",['材料|材料']
11849,广式烧鸭饭,"['广式', '烧鸭', '饭']",['地名|材料|形式']
11850,糖醋带鱼,"['糖醋', '带鱼']",['风味|材料']
11851,柠檬挞,"['柠檬', '挞']",['材料|形式']
11852,菠萝美式,"['菠萝', '美式']",['材料|形式']
11853,番薯烤肠,"['番薯', '烤肠']",['材料|材料']
11854,肥牛一号,"['肥牛', '一号']",['其他|其他']
11855,清香型铁观音,"['清香型', '铁观音']",['风味|材料']
11856,红油水饺,"['红油', '水饺']",['风味|形式']
11857,祖名豆奶,"['祖名', '豆奶']",['品牌|材料']
11858,冰面包,"['冰', '面包']",['工艺|材料']
11859,铁板豆腐,"['铁板', '豆腐']",['工艺|材料']
11860,招牌蒜香虾球,"['招牌', '蒜香', '虾球']",['招牌|蒜香|虾球的分类如下：\n\n1. 招牌 - 其他\n2. 蒜香 - 风味\n3. 虾球 - 材料\n\n因此，最终的分类结果是：其他|风味|材料']
11861,招牌鲜肉云吞,"['招牌', '鲜肉', '云吞']",['招牌|鲜肉|云吞\n其他|材料|形式']
11862,烤乳猪,"['烤', '乳猪']",['烤|乳猪的分类是：工艺|材料。']
11863,脆皮鸡腿,"['脆皮', '鸡腿']",['工艺|材料']
11864,凉拌鸡,"['凉拌', '鸡']",['工艺|材料']
11865,椰子可可香草星冰乐,"['椰子', '可可', '香草', '星冰乐']",['材料|材料|材料|形式']
11866,茉莉奶绿 三拼霸霸奶茶,"['茉莉', '奶绿', '三拼', '霸霸', '奶茶']",['其他|其他|其他|其他|形式']
11867,牛五花,"['牛', '五花']",['材料|材料']
11868,牛尾,['牛尾'],['材料']
11869,藕夹,"['藕', '夹']",['材料|形式']
11870,郡肝,"['郡', '肝']",['地名|材料']
11871,竹笋,"['竹', '笋']",['材料|材料']
11872,脆椒小皮蛋,"['脆椒', '小皮蛋']",['工艺|材料']
11873,麻辣鸭掌,"['麻辣', '鸭掌']",['工艺|材料']
11874,烧肥肠,"['烧', '肥肠']",['工艺|材料']
11875,荔枝,['荔枝'],['材料']
11876,鲜气杨梅库可冰,"['鲜气', '杨梅', '库可冰']",['其他|材料|形式']
11877,牛干巴,"['牛', '干巴']",['材料|材料']
11878,香脆薯饼,"['香脆', '薯饼']",['工艺|材料']
11879,烤口蘑,"['烤', '口蘑']",['工艺|材料']
11880,儿童牛排,"['儿童', '牛排']",['其他|材料']
11881,炒鸡,"['炒', '鸡']",['工艺|材料']
11882,双层牛肉堡,"['双层', '牛肉', '堡']",['其他|材料|形式']
11883,脆香莲藕,"['脆香', '莲藕']",['工艺|材料']
11884,鸡脚,['鸡脚'],['材料']
11885,大里脊肉,['大里脊肉'],['材料']
11886,青椒香干肉丝,"['青椒', '香干', '肉丝']",['材料|材料|材料']
11887,东北烤冷面,"['东北', '烤冷面']",['地名|形式']
11888,黑椒肠,"['黑椒', '肠']",['风味|材料']
11889,小腰,['小腰'],['材料']
11890,黄桃果霸,"['黄桃', '果霸']",['材料|品牌']
11891,吉祥三宝,"['吉祥', '三宝']",['其他|材料']
11892,波士顿龙虾,"['波士顿', '龙虾']",['地名|材料']
11893,桃桃粉云麦芬,"['桃桃', '粉云', '麦芬']",['其他|其他|形式']
11894,原味鸡腿堡,"['原味', '鸡腿', '堡']",['风味|材料|形式']
11895,皇堡,"['皇', '堡']",['品牌|形式']
11896,芝芝酪酪风味热辣脆皮鸡,"['芝芝酪酪', '风味', '热辣', '脆皮鸡']",['品牌|风味|风味|材料']
11897,芝士奶盖四季春,"['芝士', '奶盖', '四季春']",['其他|其他|形式']
11898,猪鞭,"['猪', '鞭']",['材料|材料']
11899,香辣花甲,"['香辣', '花甲']",['风味|材料']
11900,响油鳝糊,"['响油', '鳝糊']",['工艺|材料']
11901,胸口油,"['胸口', '油']",['其他|材料']
11902,龙须面,"['龙须', '面']",['工艺|形式']
11903,炒凉粉,"['炒', '凉粉']",['工艺|材料']
11904,芝芝莓果3.0,"['芝芝', '莓果', '3.0']",['其他|其他|其他']
11905,黄金红薯条,"['黄金', '红薯条']",['其他|材料']
11906,菲力牛排,"['菲力', '牛排']",['材料|形式']
11907,霸王别姬,"['霸王', '别', '姬']",['其他|其他|其他']
11908,瑰夏,"['瑰', '夏']",['其他|其他']
11909,鲜肉丸子,"['鲜肉', '丸子']",['材料|形式']
11910,百叶丝,"['百叶', '丝']",['材料|形式']
11911,麻辣兔头,"['麻辣', '兔头']",['工艺|材料']
11912,羊肉烧麦,"['羊肉', '烧麦']",['材料|形式']
11913,酸菜卤肉饭,"['酸菜', '卤肉饭']",['风味|形式']
11914,巧克力水果蛋糕,"['巧克力', '水果', '蛋糕']",['材料|材料|形式']
11915,牛肉热干面,"['牛肉', '热干面']",['材料|形式']
11916,辣椒炒肉,"['辣椒', '炒', '肉']",['材料|工艺|材料']
11917,三角峰,"['三角', '峰']",['其他|其他']
11918,芒果蛋糕,"['芒果', '蛋糕']",['材料|形式']
11919,果木烤鸭,"['果木', '烤鸭']",['工艺|材料']
11920,铁锅焖面,"['铁锅', '焖面']",['工艺|形式']
11921,酸菜鲜肉饺,"['酸菜', '鲜肉', '饺']",['风味|材料|形式']
11922,油酥花生米,"['油酥', '花生米']",['工艺|材料']
11923,蒿子杆,"['蒿子', '杆']",['材料|材料']
11924,芝士玉米粒,"['芝士', '玉米粒']",['材料|材料']
11925,猪肚鸡煲,"['猪肚', '鸡煲']",['材料|材料|形式']
11926,大虾,"['大', '虾']",['其他|材料']
11927,红烧牛腩饭,"['红烧', '牛腩', '饭']",['工艺|材料|形式']
11928,酒香沁乌龙,"['酒香', '沁', '乌龙']",['风味|其他|形式']
11929,卤猪头肉,"['卤', '猪头肉']",['工艺|材料']
11930,脏脏蛋糕,"['脏脏', '蛋糕']",['其他|形式']
11931,木瓜水,"['木瓜', '水']",['材料|形式']
11932,猪心汤,"['猪心', '汤']",['材料|形式']
11933,嘎嘣脆吃喝装,"['嘎嘣', '脆', '吃喝', '装']",['其他|其他|其他|形式']
11934,鱼火锅,"['鱼', '火锅']",['材料|形式']
11935,黑鸭风味鸭翅中,"['黑鸭', '风味', '鸭翅中']",['其他|其他|材料']
11936,花生露,"['花生', '露']",['材料|形式']
11937,青草蛋糕,"['青草', '蛋糕']",['其他|形式']
11938,巧克力可颂,"['巧克力', '可颂']",['材料|材料']
11939,古茗奶绿,"['古茗', '奶绿']",['品牌|材料']
11940,咸烧白,"['咸', '烧白']",['风味|材料']
11941,杂粮饭,"['杂粮', '饭']",['材料|形式']
11942,东北蘸酱菜,"['东北', '蘸酱菜']",['地名|形式']
11943,芋泥奶酪球,"['芋泥', '奶酪球']",['材料|材料']
11944,烤鸡架,"['烤', '鸡架']",['工艺|材料']
11945,素菜包,"['素菜', '包']",['工艺|形式']
11946,羊腰,['羊腰'],['材料']
11947,红柚果霸,"['红柚', '果霸']",['其他|材料']
11948,鸡仔饼,"['鸡仔', '饼']",['材料|形式']
11949,招牌肉蟹煲,"['招牌', '肉蟹', '煲']",['招牌|肉蟹|煲的分类如下：\n\n1. 招牌：其他\n2. 肉蟹：材料\n3. 煲：形式\n\n因此，最终的分类结果是：\n\n其他|材料|形式']
11950,茶树菇排骨汤,"['茶树', '菇', '排', '骨', '汤']",['材料|材料|工艺|材料|形式']
11951,茉莉白月光,"['茉莉', '白月光']",['其他|其他']
11952,黄面烤肉,"['黄面', '烤肉']",['材料|工艺']
11953,疙瘩汤,"['疙瘩', '汤']",['工艺|形式']
11954,招牌卤菜粉,"['招牌', '卤菜粉']",['招牌|卤菜粉\n\n品牌|形式']
11955,招牌牛肉串,"['招牌', '牛肉串']",['其他|材料']
11956,醪糟,"['醪', '糟']",['工艺|材料']
11957,肉段烧茄子,"['肉段', '烧', '茄子']",['材料|工艺|材料']
11958,三鲜馄饨,"['三鲜', '馄饨']",['风味|形式']
11959,橙汁,"['橙', '汁']",['材料|材料']
11960,酸奶大麻花,"['酸奶', '大麻花']",['材料|材料']
11961,招牌香辣牛肉,"['招牌', '香辣', '牛肉']",['招牌|香辣|牛肉的分类如下：\n\n1. 招牌 - 其他\n2. 香辣 - 风味\n3. 牛肉 - 材料\n\n因此，最终的分类结果是：其他|风味|材料']
11962,捞汁花蚬子,"['捞汁', '花蚬子']",['捞汁|花蚬子\n工艺|材料']
11963,茶冻奶绿,"['茶冻', '奶绿']",['材料|材料']
11964,红提,['红提'],['材料']
11965,黑鸭鸭翅中,"['黑鸭', '鸭翅中']",['材料|材料']
11966,紫薯糯米球,"['紫薯', '糯米球']",['材料|材料']
11967,素鸡面,"['素', '鸡', '面']",['其他|材料|形式']
11968,姜辣鸡爪,"['姜辣', '鸡爪']",['风味|材料']
11969,安格斯甄选厚牛芝士堡angus,"['安格斯', '甄选', '厚牛芝士堡', 'angus']",['品牌|其他|材料|其他']
11970,烩面,"['烩', '面']",['工艺|形式']
11971,秘制牛肉,"['秘制', '牛肉']",['工艺|材料']
11972,油泼刀削面,"['油泼', '刀削面']",['工艺|形式']
11973,樱花之恋卷寿司,"['樱花', '之恋', '卷', '寿司']",['其他|其他|形式|材料']
11974,泰国鸡酱,"['泰国', '鸡酱']",['地名|材料']
11975,玫瑰花茶,"['玫瑰', '花茶']",['工艺|材料']
11976,鱼豆腐串,"['鱼', '豆腐串']",['材料|形式']
11977,爽口黄瓜,"['爽口', '黄瓜']",['风味|材料']
11978,麻辣拌,"['麻辣', '拌']",['麻辣|拌\n风味|工艺']
11979,凉皮凉面,"['凉皮', '凉面']",['形式|形式']
11980,章鱼小丸子,"['章鱼', '小丸子']",['材料|其他']
11981,爽口裙带菜,"['爽口', '裙带菜']",['风味|材料']
11982,金丝鸡柳棒,"['金丝', '鸡柳棒']",['工艺|材料']
11983,蜘蛛侠蛋糕,"['蜘蛛侠', '蛋糕']",['其他|形式']
11984,清蒸鲩鱼,"['清蒸', '鲩鱼']",['工艺|材料']
11985,百香芒芒,"['百香', '芒芒']",['风味|材料']
11986,水牛乳双拼波波,"['水牛乳', '双拼', '波波']",['材料|其他|形式']
11987,牛骨头,"['牛', '骨头']",['材料|材料']
11988,猪脆骨,"['猪', '脆骨']",['材料|材料']
11989,狮子头,"['狮子', '头']",['其他|材料']
11990,鸡软骨,"['鸡', '软骨']",['材料|材料']
11991,炸薯条,"['炸', '薯条']",['工艺|材料']
11992,浮云卷,"['浮云', '卷']",['其他|形式']
11993,板面,"['板', '面']",['工艺|形式']
11994,薯塔,"['薯', '塔']",['其他|形式']
11995,藤椒鸡腿堡,"['藤椒', '鸡腿', '堡']",['风味|材料|形式']
11996,炸饺,"['炸', '饺']",['工艺|材料']
11997,红豆派,"['红豆', '派']",['品牌|形式']
11998,菠萝海鲜炒饭,"['菠萝', '海鲜', '炒饭']",['材料|材料|形式']
11999,蒸螃蟹,"['蒸', '螃蟹']",['蒸|螃蟹的分类是：工艺|材料。']
12000,老坛酸菜米线,"['老坛', '酸菜', '米线']",['工艺|材料|形式']
12001,姜汁莲菜,"['姜汁', '莲菜']",['工艺|材料']
12002,糯米丸子,"['糯米', '丸子']",['材料|形式']
12003,牛肉细粉,"['牛肉', '细粉']",['材料|形式']
12004,香煎韭菜饺,"['香煎', '韭菜饺']",['工艺|材料']
12005,粉茉针王/粉茉抹茶,"['粉茉', '针王', '粉茉', '抹茶']",['其他|其他|品牌|风味']
12006,洋芋,['洋芋'],['材料']
12007,猪皮冻,"['猪皮', '冻']",['材料|形式']
12008,褚橙拿铁,"['褚橙', '拿铁']",['品牌|形式']
12009,双色鱼头,"['双色', '鱼头']",['风味|材料']
12010,海鲜葱饼,"['海鲜', '葱饼']",['材料|材料']
12011,单人自助,"['单人', '自助']",['其他|其他']
12012,猪肘,"['猪', '肘']",['材料|材料']
12013,红豆奶茶,"['红豆', '奶茶']",['材料|形式']
12014,烧腊,['烧腊'],['工艺']
12015,花好月圆,"['花', '好', '月', '圆']",['其他|其他|其他|其他']
12016,生馄饨,"['生', '馄饨']",['工艺|形式']
12017,大果粒橙,"['大果粒', '橙']",['其他|材料']
12018,五香蛋,"['五香', '蛋']",['风味|材料']
12019,杂酱粉,"['杂酱', '粉']",['工艺|形式']
12020,碳烤五花肉,"['碳烤', '五花肉']",['工艺|材料']
12021,血糯米,"['血', '糯米']",['材料|材料']
12022,金枕榴莲披萨,"['金枕', '榴莲', '披萨']",['材料|材料|形式']
12023,葱油鸡,"['葱', '油', '鸡']",['工艺|工艺|材料']
12024,原创牛油果酸奶奶昔,"['原创', '牛油果', '酸奶', '奶昔']",['其他|材料|材料|形式']
12025,红枣牛奶,"['红枣', '牛奶']",['材料|材料']
12026,益杯百香果,"['益杯', '百香果']",['品牌|材料']
12027,土豆牛肉,"['土豆', '牛肉']",['材料|材料']
12028,干扣面,"['干', '扣', '面']",['工艺|工艺|形式']
12029,芹菜丝,"['芹菜', '丝']",['材料|形式']
12030,榴莲千层盒子,"['榴莲', '千层', '盒子']",['材料|其他|形式']
12031,手工抄手,"['手工', '抄手']",['工艺|形式']
12032,拌木耳,"['拌', '木耳']",['工艺|材料']
