idx,text,tokens
10100,时蔬汤,['时蔬|汤']
10101,赣南脐橙,['赣南|脐橙']
10102,酸辣莲藕,['酸辣|莲藕']
10103,大鹅锅,['大鹅|锅']
10104,火龙果鱼籽虾滑,['火龙果|鱼籽|虾滑']
10105,统一蜜桃多罐装,['统一|蜜桃多|罐装']
10106,香骨鸡腿,['香骨|鸡腿']
10107,爆炒河虾,['爆炒|河虾']
10108,坚果,['坚果']
10109,香菇贡丸,['香菇|贡丸']
10110,香辣小鸡腿,['香辣|小鸡腿']
10111,生炒牛肉饭,['生炒|牛肉饭']
10112,栀香青提,['栀香|青提']
10113,岩盐椰皇牛油果酸奶奶昔,['岩盐|椰皇|牛油果|酸奶|奶昔']
10114,鸡肉米线,['鸡肉|米线']
10115,铁板基围虾,['铁板|基围虾']
10116,老式肥牛,['老式|肥牛']
10117,驴肉,['驴肉']
10118,杂拌,['杂拌']
10119,日照红茶,['日照|红茶']
10120,全菜麻辣烫,['全菜|麻辣烫']
10121,荷叶粥,['荷叶|粥']
10122,单丛拿铁,['单丛|拿铁']
10123,成都冒烤鸭,['成都|冒烤鸭']
10124,牛腩拌面,['牛腩|拌面']
10125,鱼泡,['鱼|泡']
10126,西瓜冰沙,['西瓜|冰沙']
10127,南瓜挞,['南瓜|挞']
10128,青菜拉面,['青菜|拉面']
10129,老红糖珍珠鲜奶茶,['老红糖|珍珠|鲜奶茶']
10130,熏肠,['熏|肠']
10131,拌凉菜,['拌|凉菜']
10132,芋泥米麻薯,['芋泥|米麻薯']
10133,魔芋素毛肚,['魔芋|素毛肚']
10134,避风塘炒蟹,['避风塘|炒蟹']
10135,凉拌莴笋丝,['凉拌|莴笋丝']
10136,瓜子,['瓜子']
10137,生椰米麻薯,['生椰|米麻薯']
10138,麻辣小面,['麻辣|小面']
10139,火腿扒早安营养卷,['火腿|扒|早安|营养卷']
10140,牛肉粉丝包,['牛肉|粉丝|包']
10141,白菜豆腐,['白菜|豆腐']
10142,大青虾,['大|青|虾']
10143,牛腩云吞,['牛腩|云吞']
10144,白灼基围虾,['白灼|基围虾']
10145,三杯鸡,['三杯|鸡']
10146,外婆菜拌饭,['外婆|菜|拌饭']
10147,叉烧桂林米粉,['叉烧|桂林|米粉']
10148,仙草,['仙草']
10149,青椒脆骨,['青椒|脆骨']
10150,茉香奶绿,['茉香|奶绿']
10151,布朗熊可妮兔,['布朗熊|可妮兔']
10152,千叶魔肚,['千叶|魔肚']
10153,手抓肉,['手抓|肉']
10154,黑椒鸡扒饭,['黑椒|鸡扒饭']
10155,巧克力冰淇淋,['巧克力|冰淇淋']
10156,香辣五花肉,['香辣|五花肉']
10157,斑斓糕,['斑斓|糕']
10158,炸鱿鱼圈,['炸|鱿鱼圈']
10159,窑鸡,['窑|鸡']
10160,炒大肠,['炒|大肠']
10161,拌萝卜,['拌|萝卜']
10162,绿豆糖水,['绿豆|糖水']
10163,丁螺,['丁螺']
10164,沙葱羊肉,['沙葱|羊肉']
10165,奶绿,['奶|绿']
10166,韭菜包,['韭菜|包']
10167,招牌煎饺,['招牌|煎饺']
10168,现蒸芋头系列,['现蒸|芋头|系列']
10169,大冷面,['大|冷面']
10170,西红柿鸡蛋,['西红柿|鸡蛋']
10171,洋白菜,['洋白菜']
10172,卤味拼盘,['卤味|拼盘']
10173,炒苦瓜,['炒|苦瓜']
10174,重庆毛血旺,['重庆|毛血旺']
10175,牛肉酸辣粉,['牛肉|酸辣粉']
10176,金鲳鱼,['金|鲳鱼']
10177,肥肠血旺,['肥肠|血旺']
10178,炒豆芽,['炒|豆芽']
10179,脏脏包,['脏|脏|包']
10180,小火锅,['小|火锅']
10181,永州血鸭,['永州|血鸭']
10182,套餐,['套餐|']
10183,霸气车厘子,['霸气|车厘子']
10184,鹰嘴桃,['鹰嘴|桃']
10185,元气桃胶系列,['元气|桃胶|系列']
10186,招牌牛肚,['招牌|牛肚']
10187,西红柿鸡蛋盖浇饭,['西红柿|鸡蛋|盖浇饭']
10188,绿豆汤,['绿豆|汤']
10189,茶油炒土鸡,['茶油|炒|土鸡']
10190,大碗花菜,['大碗|花菜']
10191,兰韵铁观音拿铁,['兰韵|铁观音|拿铁']
10192,樱花抹茶胶原酸奶冻,['樱花|抹茶|胶原|酸奶冻']
10193,黑椒牛柳炒意面,['黑椒|牛柳|炒|意面']
10194,山茶花鲜奶茶,['山茶花|鲜奶茶']
10195,特色煎饺,['特色|煎饺']
10196,香酥毛豆,['香酥|毛豆']
10197,西瓜啵啵,['西瓜|啵啵']
10198,金玉满堂,['金玉|满堂']
10199,冬枣,['冬枣']
10200,草莓炸弹,['草莓|炸弹']
10201,鲜肉大馄饨,['鲜肉|大馄饨']
10202,冻柠乐,['冻|柠|乐']
10203,椒麻鸡拌面,['椒麻|鸡|拌面']
10204,花蛤,['花蛤']
10205,黄瓜蘸酱,['黄瓜|蘸酱']
10206,砂锅宽粉,['砂锅|宽粉']
10207,招牌风味鸭肠,['招牌|风味|鸭肠']
10208,摩天脆脆冰淇淋,['摩天|脆脆|冰淇淋']
10209,爆柠草莓桃桃,['爆柠|草莓|桃桃']
10210,蛋肉肠粉,['蛋肉|肠粉']
10211,梅干菜烧饼,['梅干菜|烧饼']
10212,猪尾,['猪|尾']
10213,土豆泥,['土豆|泥']
10214,香辣鸭肠,['香辣|鸭肠']
10215,小米酥,['小米|酥']
10216,手工煎饺,['手工|煎饺']
10217,苕粉,['苕粉']
10218,新疆羊肉串,['新疆|羊肉串']
10219,草原羊肉串,['草原|羊肉串']
10220,千里香小馄饨,['千里香|小馄饨']
10221,全蛋云吞面,['全蛋|云吞面']
10222,韭菜鸡蛋水煎包,['韭菜|鸡蛋|水煎包']
10223,卤鸡腿,['卤|鸡腿']
10224,百威啤酒,['百威|啤酒']
10225,雪顶草莓甜心,['雪顶|草莓|甜心']
10226,羊肉大串,['羊肉|大串']
10227,麻辣鸭肠,['麻辣|鸭肠']
10228,加州卷,['加州|卷']
10229,火热鸭肠,['火热|鸭肠']
10230,新疆拌面,['新疆|拌面']
10231,抹茶茉香库可冰,['抹茶|茉香|库可冰']
10232,西柚气泡水,['西柚|气泡水']
10233,番茄土豆粉,['番茄|土豆粉']
10234,鸭舌头,['鸭|舌头']
10235,恭喜发财,['恭喜|发财']
10236,热狗香肠,['热狗|香肠']
10237,番茄炒蛋盖饭,['番茄|炒|蛋|盖饭']
10238,油条,['油条']
10239,雪菜肉丝盖浇饭,['雪菜|肉丝|盖浇饭']
10240,qq血糯米麻薯,['qq|血糯米|麻薯']
10241,烤猪腰子,['烤|猪腰子']
10242,手工鲜虾滑,['手工|鲜虾滑']
10243,话梅小番茄,['话梅|小番茄']
10244,番茄牛肉粉,['番茄|牛肉粉']
10245,经典肉酱意面,['经典|肉酱|意面']
10246,草莓桃桃酸奶,['草莓|桃桃|酸奶']
10247,白玉荔枝多多,['白玉|荔枝|多多']
10248,超芒牛油果,['超芒|牛油果']
10249,海带豆腐面,['海带|豆腐|面']
10250,提拉米苏蛋糕,['提拉米苏|蛋糕']
10251,冰栗子,['冰|栗子']
10252,麻花,['麻花']
10253,麻薯,['麻|薯']
10254,盛夏蜜瓜冰,['盛夏|蜜瓜|冰']
10255,芝士烤榴莲,['芝士|烤|榴莲']
10256,香菇滑鸡,['香菇|滑鸡']
10257,黑椒肉肠,['黑椒|肉肠']
10258,大块肉,['大块|肉']
10259,甜不辣,['甜|不辣']
10260,鸳鸯奶茶,['鸳鸯|奶茶']
10261,涮牛肉,['涮|牛肉']
10262,香煎鹅肝,['香煎|鹅肝']
10263,厚蛋烧,['厚蛋|烧']
10264,热恋蜜瓜厚乳拿铁,['热恋|蜜瓜|厚乳|拿铁']
10265,太妃榛香拿铁,['太妃|榛香|拿铁']
10266,桂花山药,['桂花|山药']
10267,牛肉拌粉,['牛肉|拌粉']
10268,百香果益力多,['百香果|益力多']
10269,经典原味,['经典|原味']
10270,黑芝麻碱水,['黑芝麻|碱水']
10271,寿比南山,['寿|比|南山']
10272,招牌麻辣烫,['招牌|麻辣烫']
10273,莲藕排骨汤,['莲藕|排骨|汤']
10274,玫瑰普洱,['玫瑰|普洱']
10275,全麦面包,['全麦|面包']
10276,招牌冰拿铁,['招牌|冰|拿铁']
10277,芋泥盒子,['芋泥|盒子']
10278,红豆烤奶,['红豆|烤奶']
10279,海盐芭乐绿,['海盐|芭乐|绿']
10280,菠萝飞饼,['菠萝|飞饼']
10281,葡萄晶丸子,['葡萄|晶丸子']
10282,炒烩面,['炒|烩面']
10283,净果肉,['净|果肉']
10284,糯米鸡,['糯米|鸡']
10285,花果茶,['花|果|茶']
10286,招牌口水鸡,['招牌|口水鸡']
10287,哈尔滨,['哈尔|滨']
10288,宫爆鸡丁,['宫爆|鸡丁']
10289,肉桂豆乳奶冻,['肉桂|豆乳|奶冻']
10290,一口酥,['一|口|酥']
10291,馍馍,['馍|馍']
10292,台湾热狗,['台湾|热狗']
10293,鸳鸯锅底,['鸳鸯|锅底']
10294,韭菜鸡蛋包,['韭菜|鸡蛋|包']
10295,牛骨清汤,['牛骨|清汤']
10296,有孜有味鸭中国汉堡,['有孜有味|鸭|中国|汉堡']
10297,羊杂汤,['羊|杂|汤']
10298,洋葱圈,['洋葱|圈']
10299,水牛毛肚,['水牛|毛肚']
10300,鲜芋芋圆牛奶,['鲜芋|芋圆|牛奶']
10301,夫妻肺片单拼饭,['夫妻|肺片|单拼饭']
10302,新品纯茶,['新品|纯茶']
10303,泡菜臭豆腐,['泡菜|臭豆腐']
10304,哆啦a梦,['哆啦|a|梦']
10305,桂花龙井,['桂花|龙井']
10306,零桃气泡水,['零桃|气泡水']
10307,栗子饼,['栗子|饼']
10308,凉拌豆干,['凉拌|豆干']
10309,青花椒鱼,['青|花椒|鱼']
10310,酸辣粉,['酸辣|粉']
10311,气森林白桃味苏打气泡水,['气|森林|白桃味|苏打|气泡水']
10312,鸡汤鲜肉小馄饨,['鸡汤|鲜肉|小馄饨']
10313,爆浆流心面包球,['爆浆|流心|面包球']
10314,桂花糖藕,['桂花|糖藕']
10315,豆腐圆子,['豆腐|圆子']
10316,绿茶养乐多,['绿茶|养乐多']
10317,凉拌白肉,['凉拌|白肉']
10318,莲雾,['莲雾']
10319,涮羊肉,['涮|羊|肉']
10320,冷吃牛肉,['冷|吃|牛肉']
10321,卷粉,['卷粉']
10322,鸭肫,['鸭肫']
10323,肥牛上脑,['肥牛|上脑']
10324,鸡蛋炒刀削面,['鸡蛋|炒|刀削面']
10325,东北大拉皮,['东北|大拉皮']
10326,雪藏提拉米苏蛋糕,['雪藏|提拉米苏|蛋糕']
10327,油淋干巴,['油淋|干巴']
10328,鲜鹅肠,['鲜|鹅肠']
10329,肠粉,['肠粉']
10330,蒜香龙虾,['蒜香|龙虾']
10331,柚c冰茶,['柚|c|冰茶']
10332,国民火锅自由餐,['国民|火锅|自由餐']
10333,牛肉河粉,['牛肉|河粉']
10334,烤火烧,['烤火|烧']
10335,级佳沛阳光金奇异果净果肉,['级佳|沛阳光|金奇异果|净果肉']
10336,炒猪肚,['炒|猪肚']
10337,锁鲜腐竹,['锁|鲜|腐|竹']
10338,纯瘦肉夹馍,['纯瘦肉|夹馍']
10339,奶绿装芒,['奶绿|装芒']
10340,茄汁面,['茄汁|面']
10341,冰咖啡,['冰|咖啡']
10342,糖烧饼,['糖|烧饼']
10343,番茄牛腩面,['番茄|牛腩|面']
10344,李子柒螺蛳粉,['李子柒|螺蛳粉']
10345,香干,['香干']
10346,鱼籽包,['鱼籽|包']
10347,汁汁双层嫩牛堡兑换券,['汁汁|双层|嫩牛堡|兑换券']
10348,不素之霸双层牛肉堡,['不素|之霸|双层|牛肉堡']
10349,大肠面,['大肠|面']
10350,西瓜甘露冰冰茶,['西瓜|甘露|冰冰茶']
10351,摩卡摇摇奶昔,['摩卡|摇摇|奶昔']
10352,抹茶啵爆星冰乐,['抹茶|啵爆|星冰乐']
10353,黑千层肚,['黑|千层肚']
10354,手工馒头,['手工|馒头']
10355,冰咖牛油果,['冰咖|牛油果']
10356,葱花油饼,['葱花|油饼']
10357,蹄膀,['蹄膀']
10358,拌牛肉,['拌|牛肉']
10359,陈皮绿豆沙,['陈皮|绿豆沙']
10360,椰奶烧仙草,['椰奶|烧仙草']
10361,萝卜,['萝卜']
10362,满杯车厘子,['满杯|车厘子']
10363,多多绿,['多|多|绿']
10364,手打牛筋丸,['手打|牛筋丸']
10365,红枣银耳羹,['红枣|银耳|羹']
10366,云海大红袍,['云海|大红袍']
10367,粘豆包,['粘|豆包']
10368,一颗柠檬茶,['一颗|柠檬|茶']
10369,公主蛋糕,['公主|蛋糕']
10370,老虎菜,['老虎|菜']
10371,尖椒土豆丝,['尖椒|土豆丝']
10372,红玫瑰,['红|玫瑰']
10373,卤鸭爪,['卤|鸭爪']
10374,番茄炒鸡蛋盖浇饭,['番茄|炒|鸡蛋|盖浇饭']
10375,经典拌粉,['经典|拌粉']
10376,干煎带鱼,['干煎|带鱼']
10377,血肠,['血|肠']
10378,牛杂粉丝,['牛杂|粉丝']
10379,西冷牛排,['西冷|牛排']
10380,奥尔良烤翅,['奥尔良|烤翅']
10381,四川担担面,['四川|担担面']
10382,椒盐烧饼,['椒盐|烧饼']
10383,台式香酥鸡排,['台式|香酥|鸡排']
10384,山茶花漾拿铁,['山茶花|漾|拿铁']
10385,五仁月饼,['五仁|月饼']
10386,新鲜蔬菜,['新鲜|蔬菜']
10387,生煎大排面,['生煎|大排面']
10388,雪梨银耳,['雪梨|银耳']
10389,鳗鱼手握,['鳗鱼|手握']
10390,水牛奶拿铁,['水牛|奶拿铁']
10391,青豆,['青豆']
10392,粉丝包,['粉丝|包']
10393,牛油果寿司,['牛油果|寿司']
10394,柚子茶,['柚子|茶']
10395,羊汤锅,['羊汤|锅']
10396,羊排串,['羊排|串']
10397,统一冰红茶,['统一|冰红茶']
10398,煮玉米,['煮|玉米']
10399,海鲜饼,['海鲜|饼']
10400,炸虾天妇罗,['炸虾|天妇罗']
10401,鸡汤豆腐串,['鸡汤|豆腐串']
10402,手工蛋挞,['手工|蛋挞']
10403,陨石拿铁瑞纳冰,['陨石|拿铁|瑞纳冰']
10404,葱油饼,['葱油|饼']
10405,焦糖芝士厚蛋糕风味奶茶兑换券,['焦糖|芝士|厚蛋糕|风味|奶茶|兑换券']
10406,虾仁三鲜,['虾仁|三鲜']
10407,柠檬茶,['柠檬|茶']
10408,洋葱木耳,['洋葱|木耳']
10409,大薯条,['大|薯条']
10410,小鸡排,['小|鸡排']
10411,桃桃大福,['桃桃|大福']
10412,卤鸭腿,['卤|鸭腿']
10413,特色豌杂面,['特色|豌杂|面']
10414,虾仁水饺,['虾仁|水饺']
10415,牛肉粒,['牛肉|粒']
10416,金桔柠檬茶,['金桔|柠檬茶']
10417,韭菜炒鸡蛋,['韭菜|炒|鸡蛋']
10418,时蔬,['时|蔬']
10419,海盐奥利奥,['海盐|奥利奥']
10420,香菇肉丁包,['香菇|肉丁|包']
10421,起酥松松派,['起酥|松松|派']
10422,洋葱丝,['洋葱|丝']
10423,五香鸡肝,['五香|鸡肝']
10424,葡萄冰萃美式,['葡萄|冰萃|美式']
10425,珍珠烤奶,['珍珠|烤奶']
10426,水煮鸡蛋,['水煮|鸡蛋']
10427,心花怒放,['心花|怒放']
10428,蒜泥小龙虾,['蒜泥|小龙虾']
10429,牛肉炒面,['牛肉|炒面']
10430,糯米藕,['糯米|藕']
10431,部队锅,['部队|锅']
10432,黑芝麻豆浆,['黑芝麻|豆浆']
10433,莆田卤面,['莆田|卤面']
10434,炸鱼皮,['炸|鱼皮']
10435,檬檬巴斯克芝芝库可冰,['檬檬|巴斯克|芝芝|库可|冰']
10436,红烧刀削面,['红烧|刀削面']
10437,没骨头鸡爪,['没|骨头|鸡爪']
10438,扬州炒饭,['扬州|炒饭']
10439,生鸡蛋,['生|鸡蛋']
10440,特色五花肉,['特色|五花肉']
10441,红枣豆浆,['红枣|豆浆']
10442,小鱼小虾,['小鱼|小虾']
10443,鸡块砂锅,['鸡块|砂锅']
10444,经典拿铁,['经典|拿铁']
10445,香草冰淇淋泡芙,['香草|冰淇淋|泡芙']
10446,白啤,['白啤']
10447,时令小菜,['时令|小菜']
10448,圆葱炒鸡蛋,['圆|葱|炒|鸡蛋']
10449,香芋圆圆奶绿,['香芋|圆圆|奶绿']
10450,香菜,['香菜']
10451,台式卤肉饭,['台式|卤肉饭']
10452,大油条,['大|油条']
10453,烤牛蹄筋,['烤|牛蹄筋']
10454,香酥大鸡排,['香酥|大鸡排']
10455,霸霸拼盘奶茶,['霸霸|拼盘|奶茶']
10456,番茄蛋汤,['番茄|蛋汤']
10457,芒芒杨枝甘露蛋挞,['芒芒|杨枝甘露|蛋挞']
10458,牛肉粉丝,['牛肉|粉丝']
10459,牛肉小面,['牛肉|小面']
10460,铁棍山药,['铁棍|山药']
10461,蒜香美蛙,['蒜香|美蛙']
10462,名仁6个柠檬,['名仁|6个|柠檬']
10463,土豆肉丝,['土豆|肉丝']
10464,擀面皮,['擀面皮']
10465,烧茄子盖饭,['烧茄子|盖饭']
10466,贡菜,['贡|菜']
10467,泰式冬阴功汤,['泰式|冬阴功汤']
10468,剁椒酱,['剁|椒|酱']
10469,烧鹅,['烧鹅']
10470,羊肉小串,['羊肉|小串']
10471,油炸腐竹,['油炸|腐竹']
10472,大排,['大排']
10473,泡椒娃娃菜,['泡椒|娃娃菜']
10474,甜茶,['甜|茶']
10475,道口烧鸡,['道口|烧鸡']
10476,黄金玉米烙,['黄金|玉米烙']
10477,哨子面,['哨子|面']
10478,熔岩巧克力,['熔岩|巧克力']
10479,烤青花鱼,['烤|青花鱼']
10480,藕,['藕']
10481,焦糖拿铁,['焦糖|拿铁']
10482,红烧甲鱼,['红烧|甲鱼']
10483,牛三宝,['牛|三宝']
10484,冬瓜,['冬瓜']
10485,百香果茶,['百香果|茶']
10486,凉菜拼盘,['凉菜|拼盘']
10487,锁鲜冰栗子,['锁鲜|冰栗子']
10488,哈根达斯,['哈根达斯']
10489,萝卜牛腩煲,['萝卜|牛腩|煲']
10490,雪菜毛豆肉丝,['雪菜|毛豆|肉丝']
10491,香辣鸡米花,['香辣|鸡米花']
10492,杨梅,['杨梅']
10493,料碟,['料|碟']
10494,三花趾,['三花|趾']
10495,节节高黑芝麻乌龙拿铁,['节节高|黑芝麻|乌龙|拿铁']
10496,隔水蒸鸡,['隔水|蒸鸡']
10497,油酥饼,['油酥|饼']
10498,黄瓜拉皮,['黄瓜|拉皮']
10499,杨枝甘露经典版,['杨枝|甘露|经典版']
10500,雪糕,['雪糕']
10501,南瓜吐司,['南瓜|吐司']
10502,芒果超级杯,['芒果|超级杯']
10503,芝士椰椰,['芝士|椰椰']
10504,南瓜大馒头,['南瓜|大|馒头']
10505,巧克力派,['巧克力|派']
10506,酸梅汤,['酸梅|汤']
10507,甜豆花,['甜|豆花']
10508,毛铺,['毛铺']
10509,椒盐小土豆,['椒盐|小土豆']
10510,干锅手撕包菜,['干锅|手撕|包菜']
10511,小芋圆,['小|芋圆']
10512,岐山擀面皮,['岐山|擀面皮']
10513,西柚粒,['西柚|粒']
10514,炸面筋,['炸|面筋']
10515,云南包浆豆腐,['云南|包浆|豆腐']
10516,脆皮鸡,['脆皮|鸡']
10517,桂花酒酿,['桂花|酒酿']
10518,红烧牛杂面,['红烧|牛杂|面']
10519,水果茶,['水果|茶']
10520,手抓骨,['手抓|骨']
10521,橙心橙意,['橙心|橙意']
10522,盐可颂,['盐|可颂']
10523,松鼠鳜鱼,['松鼠|鳜鱼']
10524,蟹黄堡,['蟹黄|堡']
10525,香草味蒸气奶,['香草|味|蒸气|奶']
10526,爆炒牛肚,['爆炒|牛肚']
10527,乳酪蛋糕,['乳酪|蛋糕']
10528,酸豆角包,['酸|豆角|包']
10529,羊肉筋,['羊肉|筋']
10530,茉莉初雪茶咖,['茉莉|初雪|茶咖']
10531,地狱拉面,['地狱|拉面']
10532,小可爱,['小|可爱']
10533,芝芝芒芒,['芝芝|芒芒']
10534,鱼锅,['鱼|锅']
10535,里脊肉片,['里脊|肉片']
10536,大羊肉串,['大|羊|肉串']
10537,爆汁牛肉粒,['爆汁|牛肉粒']
10538,开花肠,['开花|肠']
10539,三文鱼沙拉,['三文鱼|沙拉']
10540,孜然粉,['孜然|粉']
10541,招牌黄金脆寿司,['招牌|黄金|脆|寿司']
10542,香辣鸡腿堡中国汉堡,['香辣|鸡腿|堡|中国|汉堡']
10543,水牛乳双拼抹茶,['水牛乳|双拼|抹茶']
10544,白菜肉饺,['白菜|肉饺']
10545,汤圆,['汤圆']
10546,轻芝多肉葡萄,['轻芝|多肉|葡萄']
10547,大葱丝,['大葱|丝']
10548,土鸡米线,['土鸡|米线']
10549,软糖,['软糖']
10550,熏鸡架,['熏|鸡架']
10551,香辣蟹,['香辣|蟹']
10552,爆浆提拉米苏,['爆浆|提拉米苏']
10553,桃花茉,['桃花|茉']
10554,春•茶三现蛋糕,['春|茶|三现|蛋糕']
10555,肉松军舰,['肉松|军舰']
10556,港式丝袜奶茶,['港式|丝袜|奶茶']
10557,炒生菜,['炒|生菜']
10558,清油毛肚,['清油|毛肚']
10559,小杂鱼,['小|杂|鱼']
10560,木耳肉丝盖饭,['木耳|肉丝|盖饭']
10561,云南小锅米线,['云南|小锅|米线']
10562,烧鸭面,['烧鸭|面']
10563,味动力,['味动力']
10564,麻辣牛肉干,['麻辣|牛肉干']
10565,家常拌面,['家常|拌面']
10566,武隆苕粉,['武隆|苕粉']
10567,虾仁馄饨,['虾仁|馄饨']
10568,海南鸡,['海南|鸡']
10569,酸菜牛肉面,['酸菜|牛肉|面']
10570,招牌大鸡排,['招牌|大鸡排']
10571,小排,['小排']
10572,酸菜粉条肉,['酸菜|粉条|肉']
10573,客家腌面,['客家|腌面']
10574,鸡骨架,['鸡架|骨']
10575,菠萝爱情海,['菠萝|爱情海']
10576,西红柿鸡蛋刀削面,['西红柿|鸡蛋|刀削面']
10577,枣有杏心,['枣有|杏心']
10578,菠萝派,['菠萝|派']
10579,果仁菠菜,['果仁|菠菜']
10580,翡翠柠檬,['翡翠|柠檬']
10581,葡萄爆柠,['葡萄|爆柠']
10582,彩虹慕斯,['彩虹|慕斯']
10583,豆乳绵绵奶茶,['豆乳|绵绵|奶茶']
10584,玉米鲜肉饺,['玉米|鲜肉|饺']
10585,蟹柳棒,['蟹柳|棒']
10586,香辣鱿鱼,['香辣|鱿鱼']
10587,招牌牛肉丸,['招牌|牛肉丸']
10588,红茶牛奶茶,['红茶|牛奶|茶']
10589,南瓜慕斯,['南瓜|慕斯']
10590,银耳粥,['银耳|粥']
10591,私房牛肉面,['私房|牛肉面']
10592,干锅带皮牛肉,['干锅|带皮|牛肉']
10593,生牛肉,['生|牛肉']
10594,网红脆皮年糕,['网红|脆皮|年糕']
10595,玉米肉饺,['玉米|肉饺']
10596,猪肝粥,['猪肝|粥']
10597,蒜蓉小龙虾,['蒜蓉|小龙虾']
10598,小鸡,['小鸡']
10599,滑肉汤,['滑肉|汤']
10600,培根卷,['培根|卷']
10601,山茶花柠檬茶,['山茶花|柠檬茶']
10602,茉莉菌菌,['茉莉|菌菌']
10603,圣代经典cp,['圣代|经典|cp']
10604,红豆燕麦奶茶,['红豆|燕麦|奶茶']
10605,酸汤鱼片,['酸汤|鱼片']
10606,大虾鸡,['大虾|鸡']
10607,半天妖烤鱼,['半天妖|烤鱼']
10608,懒人石榴冰大杯,['懒人|石榴冰|大杯']
10609,香辣牛肉面,['香辣|牛肉面']
10610,川椒凤爪,['川椒|凤爪']
10611,炒野菜,['炒|野菜']
10612,老麻抄手,['老麻|抄手']
10613,燕麦拿铁风味冰品圣代兑换券,['燕麦|拿铁|风味|冰品|圣代|兑换券']
10614,原味五花肉,['原味|五花肉']
10615,奶香小馒头,['奶香|小馒头']
10616,正新鸡排,['正新|鸡排']
10617,爆浆榴莲披萨,['爆浆|榴莲|披萨']
10618,青椒肉夹馍,['青椒|肉夹馍']
10619,抹茶拿铁,['抹茶|拿铁']
10620,娃哈哈营养快线,['娃哈哈|营养快线']
10621,点心,['点心']
10622,红豆切糕,['红豆|切糕']
10623,虾仁,['虾仁']
10624,干锅有机花菜,['干锅|有机|花菜']
10625,洛神山楂莓,['洛神|山楂莓']
10626,木耳菜,['木耳|菜']
10627,米香鸡块,['米香|鸡块']
10628,烤小瓜,['烤|小瓜']
10629,蒜香肥牛,['蒜香|肥牛']
10630,芋泥蛋糕,['芋泥|蛋糕']
10631,手工虾滑,['手工|虾滑']
10632,炸鲜奶,['炸|鲜奶']
10633,柚柚冻柠茶,['柚柚|冻柠茶']
10634,冰魔栗,['冰|魔栗']
10635,精品羊肉,['精品|羊肉']
10636,青椒排骨,['青椒|排骨']
10637,烤鱼泡,['烤鱼|泡']
10638,手把肉,['手把|肉']
10639,十翅桶,['十|翅|桶']
10640,傣味酸汤米线,['傣味|酸汤|米线']
10641,鱼汤面,['鱼汤|面']
10642,菠萝多多,['菠萝|多多']
10643,酸菜肉丝面,['酸菜|肉丝|面']
10644,柚c美式,['柚|c|美式']
10645,芹菜猪肉饺子,['芹菜|猪肉|饺子']
10646,芋泥提拉米苏,['芋泥|提拉米苏']
10647,椰果,['椰|果']
10648,鲜肉,['鲜|肉']
10649,酸辣白菜盖浇面,['酸辣|白菜|盖浇面']
10650,香芋酥,['香芋|酥']
10651,香辣鱼果,['香辣|鱼果']
10652,草莓牛奶麻薯,['草莓|牛奶|麻薯']
10653,青沫观音,['青沫|观音']
10654,瘦肉丸,['瘦肉|丸']
10655,老油条,['老|油条']
10656,花甲,['花甲']
10657,黄豆,['黄豆']
10658,酸甜排骨,['酸甜|排骨']
10659,特色烤鱼,['特色|烤鱼']
10660,杂粮粥,['杂粮|粥']
10661,土豆片炒肉,['土豆片|炒|肉']
10662,酱香牛肉,['酱香|牛肉']
10663,黑胡椒牛排,['黑胡椒|牛排']
10664,粉肠,['粉肠']
10665,黄桃干,['黄桃|干']
10666,椰子汁,['椰子|汁']
10667,女王卷,['女王|卷']
10668,摇摇奶昔,['摇摇|奶昔']
10669,酱香鸡爪,['酱香|鸡爪']
10670,北极虾,['北极|虾']
10671,羊排抓饭,['羊排|抓饭']
10672,猪肉芹菜,['猪肉|芹菜']
10673,鸡锁骨,['鸡|锁骨']
10674,小鱼花生米,['小鱼|花生米']
10675,蒜蓉开背虾,['蒜蓉|开背虾']
10676,双层香酥脆鸡堡,['双层|香酥|脆鸡堡']
10677,嫩嫩鸡肉串,['嫩嫩|鸡肉串']
10678,康师傅酸梅汤,['康师傅|酸梅汤']
10679,骨髓,['骨|髓']
10680,干煸花菜,['干煸|花菜']
10681,青椒肉丝丝,['青椒|肉丝|丝']
10682,冷吃兔,['冷|吃|兔']
10683,牛肉丝,['牛肉|丝']
10684,超仙黑桑葚,['超仙|黑桑葚']
10685,黑糖珍珠奶茶,['黑糖|珍珠|奶茶']
10686,火腿炒蛋,['火腿|炒蛋']
10687,康师傅冰红茶,['康师傅|冰红茶']
10688,烤五花,['烤|五花']
10689,一品肥牛,['一品|肥牛']
10690,清汤牛肉,['清汤|牛肉']
10691,招牌风味鸭心,['招牌|风味|鸭心']
10692,桂花蜂蜜水,['桂花|蜂蜜|水']
10693,鲜蘑,['鲜蘑']
10694,牛杂河粉,['牛杂|河粉']
10695,香煎鱼,['香煎|鱼']
10696,豉汁蒸排骨,['豉汁|蒸|排骨']
10697,屠场毛肚,['屠场|毛肚']
10698,麻辣土豆片,['麻辣|土豆片']
10699,煮鸡蛋,['煮|鸡蛋']
10700,瀑布土豆丝,['瀑布|土豆丝']
10701,土鸡煲,['土鸡|煲']
10702,泰国榴莲,['泰国|榴莲']
10703,生酪拿铁,['生酪|拿铁']
